113,356
123,346
127,346
128,347
133,347
135,345
136,345
140,341
141,341
144,338
145,338
166,359
170,363
172,363
174,365
176,366
179,366
180,367
187,367
208,368
209,369
244,369
236,377
236,378
233,381
233,382
232,384
230,386
229,389
228,391
227,393
226,396
225,399
224,402
223,404
222,411
221,412
221,441
205,441
204,440
203,440
202,439
201,439
200,438
199,438
198,437
196,437
195,436
192,436
191,435
188,435
187,434
182,434
182,433
176,433
176,432
167,432
167,431
157,431
157,430
150,430
150,429
147,429
146,428
145,428
144,427
143,427
142,426
141,426
139,424
138,424
135,421
134,421
127,414
127,413
123,409
123,408
121,406
121,405
119,403
118,403
117,402
116,402
115,401
113,401
112,400
112,391
113,390
113,388
114,387
114,386
115,385
115,384
117,382
117,381
118,380
118,377
116,375
116,374
115,373
115,369
114,369
114,363
113,362
113,356
0,0
123,346
127,346
128,347
133,347
135,345
136,345
140,341
141,341
144,338
147,335
147,334
149,332
149,324
148,323
148,321
147,320
147,319
145,317
143,317
140,320
138,322
138,323
136,325
136,326
133,329
133,330
130,333
130,334
126,338
126,339
123,342
123,346
0,0
221,441
205,441
204,440
203,440
202,439
201,439
200,438
199,438
198,437
196,437
195,436
192,436
191,435
188,435
187,434
182,434
182,433
176,433
176,432
167,432
167,431
157,431
157,430
150,430
150,429
147,429
146,428
145,428
144,427
143,427
142,426
141,426
139,424
138,424
135,421
134,421
127,414
127,413
123,409
123,408
121,406
121,405
119,403
118,403
117,402
116,402
115,401
113,401
112,400
110,400
108,402
108,405
112,409
112,410
115,413
115,414
119,418
119,419
121,421
121,435
132,435
136,439
137,439
139,441
141,441
141,442
144,442
144,443
149,443
150,444
155,444
156,445
157,445
158,446
159,446
160,447
162,447
162,448
165,448
165,449
168,449
169,450
181,450
182,451
195,451
196,452
213,452
214,453
236,453
236,450
235,449
235,446
234,445
234,441
233,440
233,422
234,421
234,417
235,416
235,414
236,413
236,411
237,410
237,408
238,406
239,405
239,403
241,401
241,400
242,399
242,398
244,396
244,395
246,393
246,392
257,381
258,381
260,379
261,379
263,377
267,375
271,373
275,371
278,370
281,370
282,369
287,369
288,368
305,368
306,369
311,369
312,370
314,370
315,371
317,371
318,372
320,372
321,373
322,373
323,374
325,374
327,376
328,376
330,377
337,382
347,392
347,393
348,394
349,395
349,396
351,398
351,399
352,400
352,402
353,402
354,403
354,405
355,406
355,408
356,408
356,411
357,412
357,414
358,414
358,419
359,420
359,423
360,424
360,438
359,439
358,444
358,445
358,448
370,448
370,442
371,442
371,426
370,425
370,417
369,416
369,412
368,411
368,407
367,406
367,402
366,400
365,399
365,397
364,396
363,394
363,393
362,391
360,389
360,387
359,387
359,386
357,384
357,383
355,381
355,380
340,365
339,365
337,363
336,363
334,361
333,361
332,360	
331,360
329,358
328,358
327,357
326,357
325,356
323,356
322,355
320,355
319,354
317,354
316,353
314,353
313,352
310,352
309,351
303,351
302,350
287,350
286,351
279,351
278,352
275,352
274,353
271,353
270,354
268,354
267,355
265,355
264,356
263,356
262,357
261,357
260,358
259,358
258,359
257,359
255,361
254,361
253,362
252,362
249,365
248,365
244,369
236,377
236,378
233,381
233,382
232,384
230,386
229,389
228,391
227,393
226,396
225,399
224,402
223,404
222,411
221,412
221,441
0,0
185,299
184,300
171,300
170,301
152,301
152,295
150,293
150,292
129,271
128,271
130,269
136,269
136,270
136,269
140,271
144,271
145,272
148,272
149,273
152,273
153,274
156,274
157,275
161,275
162,276
166,276
167,277
170,277
171,278
174,278
175,279
178,279
179,280
182,280
183,281
187,281
188,282
191,282
192,283
196,283
196,284
200,284
201,285
205,285
206,286
209,286
210,287
213,287
213,288
216,288
216,289
211,289
211,290
207,290
207,291
203,291
203,292
200,292
200,293
198,293
198,294
196,294
196,295
194,295
194,299
185,299
0,0
145,317
139,311
139,310
141,308
141,307
142,306
142,305
145,302
145,301
170,301
171,300
184,300
185,299
198,299
199,298
206,298
207,297
212,297
213,296
217,296
218,295
222,295
223,294
227,294
228,293
231,293
232,292
234,292
235,291
237,291
237,290
240,290
240,289
243,289
243,288
247,288
247,287
250,287
250,286
254,286
254,285
257,285
257,284
260,284
260,283
263,283
264,282
267,282
267,281
270,281
270,280
273,280
273,279
276,279
276,278
279,278
280,277
283,277
283,276
286,276
286,275
289,275
289,274
292,274
292,273
298,271
302,271
302,270
305,270
305,269
308,269
308,268
312,268
312,267
315,267
315,266
319,266
319,265
322,265
323,264
326,264
326,263
330,263
331,262
334,262
334,261
337,261
338,260
342,260
343,259
347,259
347,258
351,258
351,257
356,257
356,256
360,256
360,255
365,255
365,254
370,254
370,253
374,253
375,252
367,249
367,248
368,247
391,243
413,240
432,238
451,236
464,236
465,235
507,235
508,236
518,236
519,237
526,237
527,238
532,238
533,239
541,240
549,242
553,243
559,245
564,247
564,248
563,248
561,250
561,252
562,253
564,253
565,254
567,254
567,255
569,255
570,256
572,256
572,257
574,257
574,258
576,258
576,259
578,259
578,260
580,260
580,261
582,261
582,262
584,262
586,264
587,264
588,265
589,265
590,266
591,266
592,267
593,267
595,269
596,269
597,270
598,270
599,271
600,271
602,273
603,273
604,274
605,274
606,275
607,275
608,276
609,277
610,277
611,278
612,278
613,279
614,280
615,280
616,281
617,281
618,282
619,282
621,284
622,284
624,286
625,286
626,287
627,287
629,289
630,289
631,290
632,290
634,292
635,292
637,294
638,294
639,295
640,295
642,297
643,297
643,298
644,298
645,299
646,299
648,301
649,301
651,303
652,303
653,304
654,304
656,306
657,306
659,308
688,308
695,305
745,305
746,306
762,306
763,307
777,307
778,308
788,308
789,309
799,309
800,310
810,310
810,311
819,311
820,312
828,312
828,313
837,313
838,314
846,314
847,315
852,315
853,316
862,317
862,318
869,319
869,320
872,320
872,321
878,322
878,323
884,324
884,325
889,326
889,327
895,328
895,329
900,330
900,331
905,332
905,333
909,334
909,335
918,338
918,339
924,341
924,342
927,343
928,344
931,345
931,346
934,347
935,348
937,349
940,351
942,352
945,355
946,355
948,357
947,365
946,366
946,371
945,372
945,385
946,386
946,388
947,388
947,391
948,391
948,394
949,394
949,396
950,397
950,399
951,400
951,406
950,407
950,413
946,417
945,417
945,418
943,418
942,419
932,419
931,418
930,418
929,417
928,417
926,415
926,414
924,412
924,410
929,410
931,408
930,407
930,398
926,398
925,397
909,397
906,400
906,401
904,403
904,409
905,410
905,412
906,412
906,414
907,415
907,417
908,417
908,419
909,420
910,423
911,424
912,427
913,428
916,431
920,431
921,432
927,432
928,433
934,433
935,434
936,434
938,436
940,437
941,438
944,439
946,441
946,444
943,447
942,447
941,448
939,449
937,450
937,451
933,452
933,453
902,453
901,452
899,452
894,447
893,447
891,445
890,445
888,444
887,443
878,443
878,427
877,426
877,419
876,417
876,413
875,412
875,409
874,408
874,403
873,402
873,400
872,400
872,397
871,397
871,395
870,394
869,394
869,391
868,391
868,389
867,389
866,388
866,386
865,386
865,385
863,383
863,382
862,381
857,376
857,375
853,371
852,370
851,370
847,366
846,366
843,363
842,363
841,362
840,362
839,361
838,361
836,359
834,359
833,358
832,358
831,357
830,357
829,356
827,356
826,355
823,355
822,354
819,354
818,353
812,353
811,352
796,352
795,353
789,353
788,354
784,354
783,355
780,355
779,356
777,356
776,357
774,357
773,358
772,359
770,359
769,360
766,361
765,362
764,363
763,363
761,365
760,365
759,366
756,369
755,369
747,377
747,378
743,382
743,383
741,385
741,386
739,388
739,389
738,390
738,391
737,392
737,393
736,393
736,395
735,395
735,398
734,398
734,400
733,400
733,403
732,403
732,407
731,408
731,411
730,412
730,416
729,417
729,423
728,424
728,437
715,437
699,453
698,454
670,454
669,453
631,453
630,452
584,452
583,451
533,451
532,450
481,450
480,449
434,449
433,448
370,448
370,442
371,442
371,426
370,425
370,417
369,416
369,412
368,411
368,407
367,406
367,402
366,400
365,399
365,397
364,396
363,394
363,393
362,391
360,389
360,387
359,387
359,386
357,384
357,383
355,381
355,380
340,365
339,365
337,363
336,363
334,361
333,361
332,360	
331,360
329,358
328,358
327,357
326,357
325,356
323,356
322,355
320,355
319,354
317,354
316,353
314,353
313,352
310,352
309,351
303,351
302,350
287,350
286,351
279,351
278,352
275,352
274,353
271,353
270,354
268,354
267,355
265,355
264,356
263,356
262,357
261,357
260,358
259,358
258,359
257,359
255,361
254,361
253,362
252,362
249,365
248,365
244,369
209,369
208,367
187,368
187,367
180,367
179,366
176,366
175,365
174,365
171,362
170,362
167,359
166,359
145,338
144,338
147,335
147,334
149,332
149,324
148,323
148,321
147,320
147,319
145,317
0,0
236,453
236,450
235,449
235,446
234,445
234,441
233,440
233,422
234,421
234,417
235,416
235,414
236,413
236,411
237,410
237,408
238,406
239,405
239,403
241,401
241,400
242,399
242,398
244,396
244,395
246,393
246,392
257,381
258,381
260,379
261,379
263,377
267,375
271,373
275,371
278,370
281,370
282,369
287,369
288,368
305,368
306,369
311,369
312,370
314,370
315,371
317,371
318,372
320,372
321,373
322,373
323,374
325,374
327,376
328,376
330,377
337,382
347,392
347,393
348,394
349,395
349,396
351,398
351,399
352,400
352,402
353,402
354,403
354,405
355,406
355,408
